Year,Motivation,Laureate ID,Laureate Type,Full Name,Birth Country,Birth Year,Age,Sex,Organization Name,Chemistry,Economics,Literature,Medicine,Peace,Physics,Share 1/1,Share 1/2,Share 1/3,Share 1/4
1976,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",410,0,D. Carleton Gajdusek,United States of America,1923.0,53.0,0.0,National Institutes of Health,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1976,,535,0,Betty Williams,Northern Ireland,1943.0,33.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1976,,536,0,Mairead Corrigan,Northern Ireland,1944.0,32.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1976,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",105,0,Burton Richter,United States of America,1931.0,45.0,0.0,Stanford Linear Accelerator Center,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1976,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",106,0,Samuel Chao Chung Ting,United States of America,1936.0,40.0,0.0,Massachusetts Institute of Technology (MIT),0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1977,"""for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures""",250,0,Ilya Prigogine,Russia,1917.0,60.0,0.0,Université Libre de Bruxelles,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1977,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",689,0,Bertil Ohlin,Sweden,1899.0,78.0,0.0,Stockholm School of Economics,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1977,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",690,0,James E. Meade,United Kingdom,1907.0,70.0,0.0,University of Cambridge,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1977,"""for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars""",653,0,Vicente Aleixandre,Spain,1898.0,79.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1977,"""for their discoveries concerning the peptide hormone production of the brain""",411,0,Roger Guillemin,France,1924.0,53.0,0.0,The Salk Institute,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1977,"""for their discoveries concerning the peptide hormone production of the brain""",412,0,Andrew V. Schally,Poland (Lithuania),1926.0,51.0,0.0,Veterans Administration Hospital,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1977,"""for the development of radioimmunoassays of peptide hormones""",413,0,Rosalyn Yalow,United States of America,1921.0,56.0,1.0,Veterans Administration Hospital,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1977,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",107,0,Philip Warren Anderson,United States of America,1923.0,54.0,0.0,Bell Telephone Laboratories,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1977,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",108,0,Sir Nevill Francis Mott,United Kingdom,1905.0,72.0,0.0,University of Cambridge,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1977,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",109,0,John Hasbrouck van Vleck,United States of America,1899.0,78.0,0.0,Harvard University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1978,"""for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory""",251,0,Peter D. Mitchell,United Kingdom,1920.0,58.0,0.0,Glynn Research Laboratories,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1978,"""for his pioneering research into the decision-making process within economic organizations""",691,0,Herbert A. Simon,United States of America,1916.0,62.0,0.0,Carnegie Mellon University,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1978,"""for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life""",654,0,Isaac Bashevis Singer,Russian Empire (Poland),1904.0,74.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1978,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",414,0,Werner Arber,Switzerland,1929.0,49.0,0.0,Biozentrum der Universität,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1978,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",415,0,Daniel Nathans,United States of America,1928.0,50.0,0.0,Johns Hopkins University School of Medicine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1978,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",416,0,Hamilton O. Smith,United States of America,1931.0,47.0,0.0,Johns Hopkins University School of Medicine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1978,,538,0,Mohamed Anwar al-Sadat,Egypt,1918.0,60.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1978,,539,0,Menachem Begin,Russian Empire (Belarus),1913.0,65.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1978,"""for his basic inventions and discoveries in the area of low-temperature physics""",110,0,Pyotr Leonidovich Kapitsa,Russian Empire (Russia),1894.0,84.0,0.0,Academy of Sciences,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1978,"""for their discovery of cosmic microwave background radiation""",111,0,Arno Allan Penzias,Germany,1933.0,45.0,0.0,Bell Laboratories,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1978,"""for their discovery of cosmic microwave background radiation""",112,0,Robert Woodrow Wilson,United States of America,1936.0,42.0,0.0,Bell Laboratories,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1979,"""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis""",252,0,Herbert C. Brown,United Kingdom,1912.0,67.0,0.0,Purdue University,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1979,"""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis""",253,0,Georg Wittig,Germany,1897.0,82.0,0.0,University of Heidelberg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1979,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",692,0,Theodore W. Schultz,United States of America,1902.0,77.0,0.0,University of Chicago,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1979,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",693,0,Sir Arthur Lewis,British West Indies (Saint Lucia),1915.0,64.0,0.0,Princeton University,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1979,"""for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness""",655,0,Odysseus Elytis,Crete (Greece),1911.0,68.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1979,"""for the development of computer assisted tomography""",417,0,Allan M. Cormack,South Africa,1924.0,55.0,0.0,Tufts University,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1979,"""for the development of computer assisted tomography""",418,0,Godfrey N. Hounsfield,United Kingdom,1919.0,60.0,0.0,"Central Research Laboratories, EMI",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1979,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",113,0,Sheldon Lee Glashow,United States of America,1932.0,47.0,0.0,"Harvard University, Lyman Laboratory",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1979,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",114,0,Abdus Salam,India (Pakistan),1926.0,53.0,0.0,International Centre for Theoretical Physics,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1979,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",115,0,Steven Weinberg,United States of America,1933.0,46.0,0.0,Harvard University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1980,"""for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA""",254,0,Paul Berg,United States of America,1926.0,54.0,0.0,Stanford University,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1980,"""for their contributions concerning the determination of base sequences in nucleic acids""",255,0,Walter Gilbert,United States of America,1932.0,48.0,0.0,"Harvard University, Biological Laboratories",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1980,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",694,0,Lawrence R. Klein,United States of America,1920.0,60.0,0.0,University of Pennsylvania,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1980,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts""",657,0,Czeslaw Milosz,Russian Empire (Lithuania),1911.0,69.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1980,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",419,0,Baruj Benacerraf,Venezuela,1920.0,60.0,0.0,Harvard Medical School,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1980,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",420,0,Jean Dausset,France,1916.0,64.0,0.0,"Université de Paris, Laboratoire Immuno-Hématologie",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1980,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",421,0,George D. Snell,United States of America,1903.0,77.0,0.0,Jackson Laboratory,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1980,,541,0,Adolfo Pérez Esquivel,Argentina,1931.0,49.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1980,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",116,0,James Watson Cronin,United States of America,1931.0,49.0,0.0,University of Chicago,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1980,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",117,0,Val Logsdon Fitch,United States of America,1923.0,57.0,0.0,Princeton University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1981,"""for their theories, developed independently, concerning the course of chemical reactions""",257,0,Kenichi Fukui,Japan,1918.0,63.0,0.0,Kyoto University,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1981,"""for their theories, developed independently, concerning the course of chemical reactions""",258,0,Roald Hoffmann,Poland (Ukraine),1937.0,44.0,0.0,Cornell University,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1981,"""for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices""",695,0,James Tobin,United States of America,1918.0,63.0,0.0,Yale University,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1981,"""for writings marked by a broad outlook, a wealth of ideas and artistic power""",658,0,Elias Canetti,Bulgaria,1905.0,76.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1981,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",422,0,Roger W. Sperry,United States of America,1913.0,68.0,0.0,California Institute of Technology (Caltech),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1981,"""for their discoveries concerning information processing in the visual system""",423,0,David H. Hubel,Canada,1926.0,55.0,0.0,Harvard Medical School,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1981,"""for their discoveries concerning information processing in the visual system""",424,0,Torsten N. Wiesel,Sweden,1924.0,57.0,0.0,Harvard Medical School,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1981,"""for their contribution to the development of laser spectroscopy""",118,0,Nicolaas Bloembergen,Netherlands,1920.0,61.0,0.0,Harvard University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1981,"""for their contribution to the development of laser spectroscopy""",119,0,Arthur Leonard Schawlow,United States of America,1921.0,60.0,0.0,Stanford University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1981,"""for his contribution to the development of high-resolution electron spectroscopy""",120,0,Kai M. Siegbahn,Sweden,1918.0,63.0,0.0,Uppsala University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1982,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",259,0,Aaron Klug,Lithuania,1926.0,56.0,0.0,MRC Laboratory of Molecular Biology,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1982,"""for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation""",696,0,George J. Stigler,United States of America,1911.0,71.0,0.0,University of Chicago,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1982,"""for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts""",659,0,Gabriel García Márquez,Colombia,1927.0,55.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1982,"""for their discoveries concerning prostaglandins and related biologically active substances""",425,0,Sune K. Bergström,Sweden,1916.0,66.0,0.0,Karolinska Institutet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1982,"""for their discoveries concerning prostaglandins and related biologically active substances""",426,0,Bengt I. Samuelsson,Sweden,1934.0,48.0,0.0,Karolinska Institutet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1982,"""for their discoveries concerning prostaglandins and related biologically active substances""",427,0,John R. Vane,United Kingdom,1927.0,55.0,0.0,The Wellcome Research Laboratories,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1982,,543,0,Alva Myrdal,Sweden,1902.0,80.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1982,,544,0,Alfonso García Robles,Mexico,1911.0,71.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1982,"""for his theory for critical phenomena in connection with phase transitions""",121,0,Kenneth G. Wilson,United States of America,1936.0,46.0,0.0,Cornell University,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1983,"""for his work on the mechanisms of electron transfer reactions, especially in metal complexes""",260,0,Henry Taube,Canada,1915.0,68.0,0.0,Stanford University,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1983,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",697,0,Gerard Debreu,France,1921.0,62.0,0.0,University of California,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1983,"""for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today""",660,0,William Golding,United Kingdom,1911.0,72.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1983,"""for her discovery of mobile genetic elements""",428,0,Barbara McClintock,United States of America,1902.0,81.0,1.0,Cold Spring Harbor Laboratory,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1983,,545,0,Lech Walesa,Poland,1943.0,40.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1983,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",122,0,Subramanyan Chandrasekhar,India (Pakistan),1910.0,73.0,0.0,University of Chicago,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1983,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",123,0,William Alfred Fowler,United States of America,1911.0,72.0,0.0,California Institute of Technology (Caltech),0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1984,"""for his development of methodology for chemical synthesis on a solid matrix""",261,0,Robert Bruce Merrifield,United States of America,1921.0,63.0,0.0,Rockefeller University,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1984,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",698,0,Richard Stone,United Kingdom,1913.0,71.0,0.0,University of Cambridge,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1984,"""for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",661,0,Jaroslav Seifert,Austria-Hungary (Czech Republic),1901.0,83.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",429,0,Niels K. Jerne,United Kingdom,1911.0,73.0,0.0,Basel Institute for Immunology,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",430,0,Georges J.F. Köhler,Germany,1946.0,38.0,0.0,Basel Institute for Immunology,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",431,0,César Milstein,Argentina,1927.0,57.0,0.0,MRC Laboratory of Molecular Biology,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1984,,546,0,Desmond Mpilo Tutu,South Africa,1931.0,53.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1984,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",124,0,Carlo Rubbia,Italy,1934.0,50.0,0.0,CERN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1984,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",125,0,Simon van der Meer,Netherlands,1925.0,59.0,0.0,CERN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1985,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",262,0,Herbert A. Hauptman,United States of America,1917.0,68.0,0.0,The Medical Foundation of Buffalo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1985,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",263,0,Jerome Karle,United States of America,1918.0,67.0,0.0,US Naval Research Laboratory,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1985,"""for his pioneering analyses of saving and of financial markets""",699,0,Franco Modigliani,Italy,1918.0,67.0,0.0,Massachusetts Institute of Technology (MIT),0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1985,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",662,0,Claude Simon,Madagascar,1913.0,72.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1985,"""for their discoveries concerning the regulation of cholesterol metabolism""",432,0,Michael S. Brown,United States of America,1941.0,44.0,0.0,University of Texas Southwestern Medical Center at Dallas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1985,"""for their discoveries concerning the regulation of cholesterol metabolism""",433,0,Joseph L. Goldstein,United States of America,1940.0,45.0,0.0,University of Texas Southwestern Medical Center at Dallas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1985,"""for the discovery of the quantized Hall effect""",126,0,Klaus von Klitzing,German-occupied Poland (Poland),1943.0,42.0,0.0,Max-Planck-Institut für Festkörperforschung,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1986,"""for their contributions concerning the dynamics of chemical elementary processes""",264,0,Dudley R. Herschbach,United States of America,1932.0,54.0,0.0,Harvard University,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1986,"""for their contributions concerning the dynamics of chemical elementary processes""",265,0,Yuan T. Lee,Taiwan,1936.0,50.0,0.0,University of California,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1986,"""for their contributions concerning the dynamics of chemical elementary processes""",266,0,John C. Polanyi,Germany,1929.0,57.0,0.0,University of Toronto,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1986,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",700,0,James M. Buchanan Jr.,United States of America,1919.0,67.0,0.0,Center for Study of Public Choice,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1986,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",663,0,Wole Soyinka,Nigeria,1934.0,52.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1986,"""for their discoveries of growth factors""",434,0,Stanley Cohen,United States of America,1922.0,64.0,0.0,Vanderbilt University School of Medicine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1986,"""for their discoveries of growth factors""",435,0,Rita Levi-Montalcini,Italy,1909.0,77.0,1.0,Institute of Cell Biology of the C.N.R.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1986,,548,0,Elie Wiesel,Romania,1928.0,58.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1986,"""for his fundamental work in electron optics, and for the design of the first electron microscope""",127,0,Ernst Ruska,Germany,1906.0,80.0,0.0,Fritz-Haber-Institut der Max-Planck-Gesellschaft,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1986,"""for their design of the scanning tunneling microscope""",128,0,Gerd Binnig,West Germany (Germany),1947.0,39.0,0.0,IBM Zurich Research Laboratory,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1986,"""for their design of the scanning tunneling microscope""",129,0,Heinrich Rohrer,Switzerland,1933.0,53.0,0.0,IBM Zurich Research Laboratory,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",267,0,Donald J. Cram,United States of America,1919.0,68.0,0.0,University of California,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",268,0,Jean-Marie Lehn,France,1939.0,48.0,0.0,Université Louis Pasteur,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",269,0,Charles J. Pedersen,Korea (South Korea),1904.0,83.0,0.0,Du Pont,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1987,"""for his contributions to the theory of economic growth""",701,0,Robert M. Solow,United States of America,1924.0,63.0,0.0,Massachusetts Institute of Technology (MIT),0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1987,"""for an all-embracing authorship, imbued with clarity of thought and poetic intensity""",664,0,Joseph Brodsky,Union of Soviet Socialist Republics (Russia),1940.0,47.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1987,"""for his discovery of the genetic principle for generation of antibody diversity""",436,0,Susumu Tonegawa,Japan,1939.0,48.0,0.0,Massachusetts Institute of Technology (MIT),0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1987,"""for his work for peace in Central America, efforts which led to the accord signed in Guatemala on August 7 this year""",549,0,Oscar Arias Sánchez,Costa Rica,1941.0,46.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1987,"""for their important break-through in the discovery of superconductivity in ceramic materials""",130,0,J. Georg Bednorz,West Germany (Germany),1950.0,37.0,0.0,IBM Zurich Research Laboratory,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1987,"""for their important break-through in the discovery of superconductivity in ceramic materials""",131,0,K. Alexander Müller,Switzerland,1927.0,60.0,0.0,IBM Zurich Research Laboratory,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",270,0,Johann Deisenhofer,Germany,1943.0,45.0,0.0,University of Texas Southwestern Medical Center at Dallas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",271,0,Robert Huber,Germany,1937.0,51.0,0.0,Max-Planck-Institut für Biochemie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",272,0,Hartmut Michel,West Germany (Germany),1948.0,40.0,0.0,Max-Planck-Institut für Biophysik,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1988,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",702,0,Maurice Allais,France,1911.0,77.0,0.0,École Nationale Supérieur des Mines de Paris,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1988,"""who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",665,0,Naguib Mahfouz,Egypt,1911.0,77.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1988,"""for their discoveries of important principles for drug treatment""",437,0,Sir James W. Black,Scotland,1924.0,64.0,0.0,"London University, King's College Hospital Medical School",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1988,"""for their discoveries of important principles for drug treatment""",438,0,Gertrude B. Elion,United States of America,1918.0,70.0,1.0,Wellcome Research Laboratories,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1988,"""for their discoveries of important principles for drug treatment""",439,0,George H. Hitchings,United States of America,1905.0,83.0,0.0,Wellcome Research Laboratories,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",132,0,Leon M. Lederman,United States of America,1922.0,66.0,0.0,Fermi National Accelerator Laboratory,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",133,0,Melvin Schwartz,United States of America,1932.0,56.0,0.0,"Digital Pathways, Inc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",134,0,Jack Steinberger,Germany,1921.0,67.0,0.0,CERN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1989,"""for their discovery of catalytic properties of RNA""",273,0,Sidney Altman,Canada,1939.0,50.0,0.0,Yale University,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
